195,-0.258819,-0.965926
196,-0.275637,-0.961262
197,-0.292372,-0.956305
198,-0.309017,-0.951057
199,-0.325568,-0.945519
200,-0.342020,-0.939693
201,-0.358368,-0.933580
202,-0.374607,-0.927184
203,-0.390731,-0.920505
204,-0.406737,-0.913545
205,-0.422618,-0.906308
206,-0.438371,-0.898794
207,-0.453990,-0.891007
208,-0.469472,-0.882948
209,-0.484810,-0.874620
210,-0.500000,-0.866025
211,-0.515038,-0.857167
212,-0.529919,-0.848048
213,-0.544639,-0.838671
214,-0.559193,-0.829038
215,-0.573576,-0.819152
216,-0.587785,-0.809017
217,-0.601815,-0.798636
218,-0.615661,-0.788011
219,-0.629320,-0.777146
220,-0.642788,-0.766044
221,-0.656059,-0.754710
222,-0.669131,-0.743145
223,-0.681998,-0.731354
224,-0.694658,-0.719340
225,-0.707107,-0.707107
226,-0.719340,-0.694658
227,-0.731354,-0.681998
228,-0.743145,-0.669131
229,-0.754710,-0.656059
230,-0.766044,-0.642788
231,-0.777146,-0.629320
232,-0.788011,-0.615661
233,-0.798636,-0.601815
234,-0.809017,-0.587785
235,-0.819152,-0.573576
236,-0.829038,-0.559193
237,-0.838671,-0.544639
238,-0.848048,-0.529919
239,-0.857167,-0.515038
240,-0.866025,-0.500000
241,-0.874620,-0.484810
242,-0.882948,-0.469472
243,-0.891007,-0.453990
244,-0.898794,-0.438371
245,-0.906308,-0.422618
246,-0.913545,-0.406737
247,-0.920505,-0.390731
248,-0.927184,-0.374607
249,-0.933580,-0.358368
250,-0.939693,-0.342020
251,-0.945519,-0.325568
252,-0.951057,-0.309017
253,-0.956305,-0.292372
254,-0.961262,-0.275637
255,-0.965926,-0.258819
256,-0.970296,-0.241922
257,-0.974370,-0.224951
258,-0.978148,-0.207912
259,-0.981627,-0.190809
260,-0.984808,-0.173648
261,-0.987688,-0.156434
262,-0.990268,-0.139173
263,-0.992546,-0.121869
264,-0.994522,-0.104528
265,-0.996195,-0.087156
266,-0.997564,-0.069756
267,-0.998630,-0.052336
268,-0.999391,-0.034899
269,-0.999848,-0.017452
270,-1.000000,0.000000
271,-0.999848,0.017452
272,-0.999391,0.034899
273,-0.998630,0.052336
274,-0.997564,0.069756
275,-0.996195,0.087156
276,-0.994522,0.104528
277,-0.992546,0.121869
278,-0.990268,0.139173
279,-0.987688,0.156434
280,-0.984808,0.173648
281,-0.981627,0.190809
282,-0.978148,0.207912
283,-0.974370,0.224951
284,-0.970296,0.241922
285,-0.965926,0.258819
286,-0.961262,0.275637
287,-0.956305,0.292372
288,-0.951057,0.309017
289,-0.945519,0.325568
290,-0.939693,0.342020
291,-0.933580,0.358368
292,-0.927184,0.374607
293,-0.920505,0.390731
294,-0.913545,0.406737
295,-0.906308,0.422618
296,-0.898794,0.438371
297,-0.891007,0.453990
298,-0.882948,0.469472
299,-0.874620,0.484810
300,-0.866025,0.500000
301,-0.857167,0.515038
302,-0.848048,0.529919
303,-0.838671,0.544639
304,-0.829038,0.559193
305,-0.819152,0.573576
306,-0.809017,0.587785
307,-0.798636,0.601815
308,-0.788011,0.615661
309,-0.777146,0.629320
310,-0.766044,0.642788
311,-0.754710,0.656059
312,-0.743145,0.669131
313,-0.731354,0.681998
314,-0.719340,0.694658
315,-0.707107,0.707107
316,-0.694658,0.719340
317,-0.681998,0.731354
318,-0.669131,0.743145
319,-0.656059,0.754710
320,-0.642788,0.766044
321,-0.629320,0.777146
322,-0.615661,0.788011
323,-0.601815,0.798636
324,-0.587785,0.809017
325,-0.573576,0.819152
326,-0.559193,0.829038
327,-0.544639,0.838671
328,-0.529919,0.848048
329,-0.515038,0.857167
330,-0.500000,0.866025
331,-0.484810,0.874620
332,-0.469472,0.882948
333,-0.453990,0.891007
334,-0.438371,0.898794
335,-0.422618,0.906308
336,-0.406737,0.913545
337,-0.390731,0.920505
338,-0.374607,0.927184
339,-0.358368,0.933580
340,-0.342020,0.939693
341,-0.325568,0.945519
342,-0.309017,0.951057
343,-0.292372,0.956305
344,-0.275637,0.961262
345,-0.258819,0.965926
346,-0.241922,0.970296
347,-0.224951,0.974370
348,-0.207912,0.978148
349,-0.190809,0.981627
350,-0.173648,0.984808
351,-0.156434,0.987688
352,-0.139173,0.990268
353,-0.121869,0.992546
354,-0.104528,0.994522
355,-0.087156,0.996195
356,-0.069756,0.997564
357,-0.052336,0.998630
358,-0.034899,0.999391
359,-0.017452,0.999848
